docid,author,datetype,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title,volgenre
uc1.32106013247074,"Zancanella, Don,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.32106013247074.basic.json.bz2,Fiction,Iowa City|University of Iowa Press|1996,1996,PS3576.A49W47 1996,34878812,iau,3115556,fic,1996,,Western electric,fic
mdp.39015002348269,"Uris, Leon,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015002348269.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday|1958.",1958,PZ4.U76Ex,304901,nyu,001113278,fic,1958,Exodus 1947 (Ship)|Fiction,Exodus,fic
inu.39000001565519,"Durrell, Gerald,",c,1981,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001565519.basic.json.bz2,Fiction,"New York|Simon & Schuster|1982], c1981.",1982,PR6054.U74M6 1982,8114675,nyu,007587540,fic,1982,,The mockery bird,fic
mdp.39015008265616,"Van Dyke, Henry,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015008265616.basic.json.bz2,Fiction,"New York|Farrar, Straus and Giroux|c1965.",1965,PS3572.A43L33,292124,nyu,001187669,fic,1965,,Ladies of the Rachmaninoff eyes,fic
uc1.$b102731,"Gordon, Ian,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b102731.basic.json.bz2,Fiction,New York|Dial Press|1952.,1952,PZ4.G663Ni,5094191,nyu,6601996,fic,1952,,The night thorn,fic
mdp.39015065927306,"Frackelton, Will.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015065927306.basic.json.bz2,UnknownGenre,Chicago|A. C. McClurg & co.|c1941,1941,,1865916,ilu,2071491,other,1941,"Correspondence, reminiscences, etc|Dentists",Sagebrush dentist,fic
mdp.39015004801315,"King, Kathleen,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015004801315.basic.json.bz2,Bibliographies|Fiction,"Athens, Ohio|Ohio University Press|c1983.",1983,PS3561.I4797C7 1983,8475044,ohu,235628,fic,1983,Indians of North America|Mississippian culture|Illinois|Fiction,Cricket sings,fic
uc2.ark:/13960/t6ww77z7z,"Laurie, Annie,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc2.ark+=13960=t6ww77z7z.basic.json.bz2,Fiction,San Francisco|The author|1920,1920,,9220720,cau,9260565,fic,1920,,Roses and rain,fic
mdp.39076002271638,"Hader, Berta.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076002271638.basic.json.bz2,Juvenile audience|Fiction,New York;The Macmillan Co.;1945.,1945,PZ7.H117,1560167,nyu,009355663,fic,1945,Sailors|Juvenile fiction|Animals,Rainbow's end,fic
uc1.b4099017,"Liang, Yen,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b4099017.basic.json.bz2,Juvenile audience|Fiction,New York|Oxford University Press|1953.,1953,PZ9.L617To,1413259,nyu,6153704,fic,1953,,Tommy and Dee-Dee,fic
inu.39000002782501,"Gicheru, Mwangi.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000002782501.basic.json.bz2,Fiction,Nairobi;Spear;1976.,1976,PZ4.G453IvPR9381.9.G5,4973444,ke ,006062587,fic,1976,,The ivory merchant,fic
uc1.$b87098,"Charques, Dorothy.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b87098.basic.json.bz2,NotFiction,London|Murray|1952,1952,PZ3.C3845Me,3360156,enk,6593315,other,1952,,Men like shadows,fic
uc1.b3972327,"Kingsley, Charles,",r,1886,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3972327.basic.json.bz2,Bibliographies|Fiction|Juvenile audience,New York|Garland Pub.|1976.,1976,PZ8.K619W56,2557437,nyu,007888417,fic,1976,,The water-babies,fic
mdp.39076002931215,"Metheny, Evangeline,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076002931215.basic.json.bz2,NotFiction,New York|Fleming H. Revell Co.|c1940,1940,BV2087.M4,3142643,nyu,9927481,other,1940,Missions|Turkey|Syria|Missionary stories,North and east of Musa dagh,fic
uiug.30112047213282,"Harrington, Holly.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uiug.30112047213282.basic.json.bz2,NotFiction,"Washington, D.C.?|Federal Emergency Management Agency|1999",1999,,43607654,dcu,11417466,other,1999,"United States|Education, Primary|Tornadoes|Severe storms|Tornado warning systems|Activity programs",The adventures of Julia and Robbie,fic
mdp.39015025183487,"Katzir, Judith.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015025183487.basic.json.bz2,Fiction,New York;Harcourt Brace Jovanovich;c1992.,1992,PJ5054.K345S6413 1992,24430187,nyu,002565021,fic,1992,Israel|Fiction,Closing the sea,fic
uc1.b3295310,"Wescott, Glenway,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3295310.basic.json.bz2,Fiction,New York|Harper|1945,1945,PS3545.E827A68,11417879,nyu,001188150,fic,1945,,Apartment in Athens,fic
inu.30000005021047,"Twain, Mark,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000005021047.basic.json.bz2,Fantastic fiction|Fiction,New York;Heritage Press;c1942.,1942,PS1308.A1 1942,4314491,nyu,006061909,fic,1942,Arthurian romances|Americans|Great Britain|Britons|Time travel|Kings and rulers|Knights and knighthood|Travel|Adaptations|Fiction,A Connecticut Yankee in King Arthur's court,fic
mdp.39015046351592,"MacLean, Alistair,",c,1955,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015046351592.basic.json.bz2,Fiction,"Garden City, N. Y.|Doubleday|1956 [c1955",1956,PZ4.M1626H2,2551310,nyu,628762,fic,1956,"Fiction|World War, 1939-1945",H. M. S. Ulysses,fic
inu.39000004302985,"Coombs, Margaret.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000004302985.basic.json.bz2,Fiction,St. Lucia|New York|University of Queensland Press|1988.,1988,PR9619.3.C573R4 1988,16648776,at ,6061563,fic,1988,,Regards to the czar,fic
mdp.39015013122042,"Cather, Willa,",c,1935,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015013122042.basic.json.bz2,Fiction,"New York|Vintage Books|1976, c1935.",1976,PZ3.C2858Lu7PS3505.A87,2294731,nyu,000911817,fic,1976,,Lucy Gayheart,fic
mdp.39015003930073,"Glaspell, Susan,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015003930073.basic.json.bz2,Fiction,New York;Frederick A. Stokes company;1940.,1940,PZ3.G4656Mo,2168479,nyu,000391445,fic,1940,,The morning is near us;,fic
uc1.b4098997,"Jackson, Jesse.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4098997.basic.json.bz2,Fiction|Juvenile audience,New York|Harper and Row|1947,1947,PZ7.J13624An,558973,nyu,006153696,fic,1947,,Anchor man;,fic
inu.30000011387192,"Larkin, Philip.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000011387192.basic.json.bz2,Fiction,London|Faber and Faber|1956.,1956,,2051104,xx ,6060786,fic,1956,,A girl in winter,fic
mdp.49015000592486,"Gordon, Caroline,",c,1937,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.49015000592486.basic.json.bz2,Fiction,New York|Cooper Square Publishers|1971 [c1937,1971,PZ3.G6525No6PS3513.O5765,262403,nyu,004441379,fic,1971,"Fiction|History|Civil War, 1861-1865",None shall look back,fic
uc1.$b809276,"Shanks, Edward,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b809276.basic.json.bz2,Fiction,New York;A.A. Knopf;1924.,1924,PZ3.S5282Ri,7533328,nyu,007939043,fic,1924,,The richest man,fic
mdp.49015001333708,"Isadora, Rachel.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.49015001333708.basic.json.bz2,Fiction|Juvenile audience,New York|Greenwillow Books|c1991.,1991,PZ7.I763At 1991,21230620,nyu,004516599,fic,1991,Fiction|Fathers,At the crossroads,fic
mdp.39015030775509,"Wilson, Margaret,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015030775509.basic.json.bz2,Fiction,New York|Harper|c1923,1923,PS3545.I6279A25,318376,nyu,1188712,fic,1923,,The able McLaughlins,fic
mdp.39015047656510,"Gilliatt, Penelope.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015047656510.basic.json.bz2,Fiction,London|Weidenfeld and Nicolson|1988.,1988,,24173312,enk,000922266,fic,1988,,A woman of singular occupation,fic
uiuo.ark:/13960/t81k0g01f,"Murphy, Adele.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uiuo.ark+=13960=t81k0g01f.basic.json.bz2,Fiction,"Decatur, Ill. : The Auxiliary|c1958.",1958,RA982.D34D45,9628796,ilu,11728041,fic,1958,Decatur Memorial Hospital,Two miles north,fic
mdp.39015005369262,"Newby, P. H.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015005369262.basic.json.bz2,Fiction,Philadelphia;Lippincott;1965,1965,PZ3.N4294On,1018286,pau,000671537,fic,1965,,One of the founders;,fic
mdp.39015013512572,,r,1968,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015013512572.basic.json.bz2,Bibliographies|Fiction,"Cairo, Egypt|American Research Center in Cairo Press|c1985.",1985,,14268706,ua ,000839997,fic,1985,"Short stories, Arabic|Translations into English|Translations from Arabic|Short stories, English","Arabic short stories, 1945-1965",fic
uc2.ark:/13960/t9g44jb8g,"Gelzer, Jay,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc2.ark+=13960=t9g44jb8g.basic.json.bz2,Fiction,New York|R.M. McBride|1921.,1921,PZ3.G285St,8417521,nyu,7645806,fic,1921,,The street of a thousand delights,fic
mdp.39015004156280,"Freeman, H. W.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015004156280.basic.json.bz2,Fiction,New York|H. Holt and company|c1930,1930,PZ3.F8795Do,1167664,nyu,118799,fic,1930,,Down in the valley,fic
mdp.39015043829590,"Garborg, Arne,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015043829590.basic.json.bz2,Bibliographies|Fiction|Diary fiction,"Evanston, Ill.|Northwestern University Press|c1999.",1999,PT8848.G2T713 1999,40230147,ilu,4021143,fic,1999,,Weary men,fic
uc1.$b600188,"Cournos, John,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b600188.basic.json.bz2,Fiction,"New York|E.P. Dutton & Co., inc.|c1929",1929,PZ1.C84Sh,1226710,nyu,007114104,fic,1929,"Short stories, English|Translations into English|Translations from Russian|Short stories, Russian",Short stories out of Soviet Russia,fic
mdp.39015013241214,"Shepard, Odell,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015013241214.basic.json.bz2,Fiction,New York|Macmillan|1946.,1946,PS3537.H652H6,23603459,nyu,001185602,fic,1946,History | Fiction|1783-1865,Holdfast Gaines,fic
mdp.39015003681502,"Galsworthy, John,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015003681502.basic.json.bz2,Fiction,New York|C. Scribner's Sons|1932.,1932,PZ3.G139FlPR6013.A5,1145826,nyu,000432057,fic,1932,Families|England|Fiction|Forsyte family (Ficticious characters),Flowering wilderness,fic
uc1.$b244178,"Fisher, Vardis,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b244178.basic.json.bz2,Fiction,New York|The Vanguard Press|1944,1944,PZ3.F539Go,1614291,nyu,000389077,non,1944,,The golden rooms,fic
mdp.39015004071125,"Fielding, Gabriel,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015004071125.basic.json.bz2,Fiction,New York|Morrow|1972.,1972,PZ4.B2635Ne9PR6003.A74,417831,nyu,358319,fic,1972,,New queens for old;,fic
uc1.b3710897,"Marquand, John P.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b3710897.basic.json.bz2,Fiction,"Boston|Little, Brown|1951.",1951,PZ3.M34466MePS3525.A6695,288733,mau,632164,fic,1951,Soldiers|United States,"Melville Goodwin, USA",fic
mdp.39015003680421,"Gale, Zona,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015003680421.basic.json.bz2,Fiction,"New York;London;D. Appleton-Century company, incorporated;1933.",1933,PZ3.G1319O1,1130883,nyu,000432713,fic,1933,,Old-fashioned tales,fic
mdp.49015001305425,"Atherton, Gertrude Franklin Horn,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.49015001305425.basic.json.bz2,Fiction,"Garden City, N. Y.;Garden City Pub.;1924.",1924,,704464419,nyu,004513708,fic,1924,,The gorgeous isle,fic
uc1.$b106360,"Milne, A. A.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b106360.basic.json.bz2,Fiction,New York;Dutton;1946.,1946,,291837,nyu,005656100,fic,1946,,Chloe Marr,fic
uc1.b3325707,"Rhodes, Eugene Manlove,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3325707.basic.json.bz2,Fiction,Boston|and New York|Houghton Mifflin|1934.,1934,PZ3.R3443Be,2521511,mau,006131799,non,1934,,Beyond the desert,fic
mdp.39015016434972,"Griffin, Gwyn.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015016434972.basic.json.bz2,Fiction,New York|Holt|1960,1960,PZ4.G8515So,25792768,nyu,000394449,fic,1960,,Something of an achievement,fic
mdp.39015004694777,"Narayan, R. K.,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015004694777.basic.json.bz2,Fiction,Mysore;Indian Thought Publications;c1958,1958,,1953179,ii ,000704144,fic,1958,,The guide,fic
mdp.49015001387985,"Tompert, Ann.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.49015001387985.basic.json.bz2,Fiction|Juvenile audience,New York|Crown Publishers|c1990.,1990,PZ7.T598Gr 1990,20263098,nyu,004522640,fic,1990,Fiction|Foxes|Storytelling|Fairies,Grandfather Tang's story,fic
mdp.49015002639632,"Grindley, Sally.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.49015002639632.basic.json.bz2,Fiction|Juvenile audience,San Diego;Harcourt Brace;1996.,1996,PZ7.G88446Pe 1996,32167896,cau,004539953,fic,1996,Friends of the Frances Willson Thompson Library|Oil spills|Fiction|Pollution,Peter's place,fic
mdp.39015037800268,"Prokosch, Frederic,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015037800268.basic.json.bz2,Fiction,New York|Viking Press|1953.,1953,PZ3.P9424NK,1287030,nyu,3085163,fic,1953,,Nine days to Mukalla,fic
uc1.b3727618,"Scott, Natalie Anderson,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3727618.basic.json.bz2,Fiction,"New York|E. P. Dutton & Company, inc.|1947.",1947,PZ3.S42894St,505382,nyu,006580058,non,1947,,The story of Mrs. Murphy,fic
mdp.39015005010239,"Kelly, Eric Philbrook,",|,||||,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015005010239.basic.json.bz2,UnknownGenre,New York|The Macmillan company|1932.,1932,PZ7.K294Ch,1540889,|||,23123,other,1932,Christmas stories,The Christmas nightingale,fic
mdp.39015011831198,"Wharton, Edith,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015011831198.basic.json.bz2,Publishers' advertisements|Fiction,New York|London|D. Appleton-Century Company|1938.,1938,PZ3W555 Bu,418656,nyu,1188263,fic,1938,,The buccaneers,fic
mdp.39015014597762,"Minot, Susan.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015014597762.basic.json.bz2,Fiction,Boston|Houghton Mifflin/S. Lawrence|1989.,1989,PS3563.I4755L88 1989,19122482,mau,001543555,fic,1989,,Lust & other stories,fic
mdp.39015004877596,"Bannon, Ann.",r,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015004877596.basic.json.bz2,Fiction,New York|Arno Press|1975.,1975,,1504767,nyu,000359642,fic,1975,,I am a woman,fic
mdp.39015019055469,"O'Faoláin, Seán,",m,1982,v.1,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015019055469.basic.json.bz2,Fiction,London|Constable|1980-1982.,1980-1982,,7198165,enk,309935,fic,1980,,The collected stories of Sean O'Faolain,fic
mdp.39015020672096,"Bulgakov, Mikhail,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015020672096.basic.json.bz2,Fiction,New York|McGraw-Hill Book Co.|c1971.,1971,PZ3.B869Wh3PG3476.B78,143684,nyu,980921,fic,1971,"Fiction|Revolution, 1917-1921",The white guard,fic
uc1.32106009087138,"Herbert, Frank.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.32106009087138.basic.json.bz2,Fiction,New York;Putnam;c1981.,1981,,6889149,nyu,181380,fic,1981,Dune (Imaginary place)|Fiction,God Emperor of Dune,fic
uc1.b3862843,"Drury, Allen.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3862843.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday|1979.",1979,PZ4.D794MarPS3554.R8,4490366,nyu,007881111,fic,1979,,"Mark Coffin, U.S.S",fic
uc1.b3862335,"Melville, Herman,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b3862335.basic.json.bz2,Fiction,"New York|Dodd, Mead, and Company|1924.",1924,,1191126,nyu,7881057,fic,1924,,Omoo,fic
uc1.$b605537,"Wasilewska, Wanda,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b605537.basic.json.bz2,Fiction,Moscow|Foreign languages pub. house|1943.,1943,,9128055,ru ,006093933,fic,1943,"Fiction|World War, 1939-1945",The rainbow,fic
inu.32000006980991,"Maginn, William,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.32000006980991.basic.json.bz2,Fiction,"London|E. Partridge, ltd.|1933",1933,PZ3.M2733Te,1636151,enk,6059191,fic,1933,,Ten tales,fic
mdp.39015066066088,"Hadas, Moses,",c,1953,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015066066088.basic.json.bz2,Fiction,"New York;Bobbs-Merrill;1964, c1953",1964,PA3632.H3 1953,419354,inu,001222079,fic,1964,Translations into English|Greek prose literature|English literature|Greek literature|Translations from Greek,Three Greek romances,fic
uc1.b3346158,"Arnaldi, Jean.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b3346158.basic.json.bz2,Fiction,New York;Atheneum;1962.,1962,PZ4.A743Fau,993636,nyu,007925896,fic,1962,,Fausto's keyhole,fic
mdp.39015053407568,"Vaka, Demetra,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015053407568.basic.json.bz2,Fiction,Chicago|New York|Ziff-Davis|c1943.,1943,PZ7.B8129De.,7516964,xx ,003566137,fic,1943,,Delarah,fic
mdp.39015066712244,"Isherwood, Christopher,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015066712244.basic.json.bz2,UnknownGenre,London|Methuen|1946,1946,,5322704,enk,001418312,non,1946,,Prater Violet,fic
uc1.b4951771,"Disch, Thomas M.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4951771.basic.json.bz2,Fiction,New York|Scribner|c1981.,1981,,7108853,nyu,000138625,fic,1981,History | Fiction,Neighboring lives,fic
mdp.39015005456671,"Maugham, W. Somerset",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015005456671.basic.json.bz2,Fiction,"Garden City, N.Y.;Doubleday, Doran & company;1932.",1932,PZ3.M442Nar,365835,nyu,000569458,fic,1932,,The narrow corner,fic
mdp.39015059707458,"Basu, Romen.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015059707458.basic.json.bz2,Fiction,New Delhi|Sterling|c1978.,1978,PZ4.B3272CakPR9499.3.B35,4435198,ii ,220393,fic,1978,,Candles and roses,fic
mdp.39015010870619,H. D.,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015010870619.basic.json.bz2,Fiction,"New York|Dial Press|1983], c1960",1983,PS3507.O726B5 1983b,9281770,nyu,281089,fic,1983,,Bid me to live (a madrigal),fic
mdp.39015031233797,"Fisher, Vardis,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015031233797.basic.json.bz2,Fiction,Boston|New York|Houghton Mifflin Company|1931.,1931,PZ3.T539Dar,1025520,mau,000388977,fic,1931,,Dark Bridwell,fic
mdp.39015018291685,"Alemán, Mateo,",r,1924,v.3,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015018291685.basic.json.bz2,Fiction,New York|AMS Press|1967.,1967,PQ6272.E5M3 1967,622950,nyu,1004076,fic,1967,,The rogue;,fic
mdp.39015020755057,,s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015020755057.basic.json.bz2,Fiction,"St. Paul, Minn.|Graywolf Press|1990.",1990,,20893093,mnu,002208559,fic,1990,"20th century|Translations into English|Fiction|Social life and customs|Short stories, English|Short stories, Italian|Italian fiction",Name and tears and other stories,fic
mdp.39015074297212,"Hersey, John,",t,1956,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015074297212.basic.json.bz2,Fiction,"New York|Vintage Books|1989, c1956.",1989,PS3515.E7715S56 1989,18441389,nyu,005606189,fic,1989,,A single pebble,fic
mdp.39015046879410,"Bruchac, Joseph,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015046879410.basic.json.bz2,Fiction|Short stories,"Duluth, Minn.|Holy Cow! Press|1992.",1992,PS3552.R794T87 1992,26314665,mnu,3999398,fic,1992,Social life and customs|Indians of North America|New York (State)|Saratoga Springs Region|Fiction,Turtle meat and other stories,fic
mdp.39015016440474,"Dayan, Yaël,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015016440474.basic.json.bz2,Fiction,London;Weidenfeld & Nicolson;1967,1967,PZ4.D275De,957285,enk,000439881,fic,1967,,Death had two sons,fic
uc1.32106002183777,"Plante, David.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.32106002183777.basic.json.bz2,Fiction,Boston|Gambit|1970.,1970,,90167,mau,007113409,fic,1970,Fiction|Mentally ill,The ghost of Henry James,fic
mdp.39015027968737,"Queen, Ellery.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015027968737.basic.json.bz2,Fiction,New York|Frederick A. Stokes company|1935.,1935,PZ3.Q295Sp,9052958,nyu,243660,fic,1935,,The Spanish cape mystery,fic
mdp.39015059712763,"Gay, Thomas,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015059712763.basic.json.bz2,Fiction,Bombay;Somaiya Publications;1967,1967,PZ4.G286AnPR6057.A95,163533,ii ,001026281,fic,1967,,Androcles and the tiger,fic
inu.30000005346667,"Trollope, Anthony,",s,    ,v.2,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000005346667.basic.json.bz2,Fiction,London|New York|Oxford University Press|1953.,1953,PZ3.T75B42,3677110,nyu,006061209,fic,1953,,Barchester Towers,fic
mdp.39015030847415,"Balchin, Nigel,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015030847415.basic.json.bz2,Fiction,London|Collins|1948,1948,PZ3.B191Bo,4814115,enk,000356377,fic,1948,"1476?-1507|Borgia, Cesare|Fiction",The Borgia testament,fic
mdp.39015011892687,"Masefield, John,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015011892687.basic.json.bz2,Fiction,New York|Macmillan|1939.,1939,,2458221,nyu,000633010,fic,1939,,Live and kicking Ned,fic
mdp.39015016974274,"ʻAlavī, Buzurg.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015016974274.basic.json.bz2,Fiction,Lanham [Md.|University Press of America|New York|Bibliotheca Persica|c1989.,1989,PK6561.A4C513 1989,19353921,mdu,001943008,fic,1989,,Her eyes,fic
uc1.$b103942,"Manfred, Frederick Feikema,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b103942.basic.json.bz2,Fiction,Saint Paul;Webb Pub. Co.;1944.,1944,PZ3.M313705Go,592364,mnu,006602682,fic,1944,Description and travel|Fiction|South Dakota,The golden bowl,fic
mdp.39015032506290,"Kotzwinkle, William.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015032506290.basic.json.bz2,Fiction|Detective and mystery stories,Boston|Houghton Mifflin|New York|Seymour Lawrence|1994.,1994,PS3561.O85G36 1994,30027634,mau,2893739,fic,1994,Fiction|New York (State)|Private investigators|New York,The game of thirty,fic
mdp.39076001758189,"Disraeli, Benjamin,",m,1927,v.11,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076001758189.basic.json.bz2,Fiction,London|P. Davies|1926-27,1926-1927,,4373104,enk,009913794,fic,1926,,[Novels and tales,fic
mdp.39076002619505,"Hewes, Agnes Danforth.",t,1930,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076002619505.basic.json.bz2,Juvenile audience|Fiction,"New York;A.A. Knopf;1942, c1930.",1942,,654273,nyu,009929741,fic,1942,"Period of discoveries, 1385-1580|Discovery and exploration|Juvenile fiction|History|1469-1524|Gama, Vasco da|Portugal|d. 1521|America|Adventure stories|Magalhães, Fernão de",Spice and the devil's cave,fic
uc1.32106016922897,"Haslam, Gerald W.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.32106016922897.basic.json.bz2,Fiction,"San Rafael, Calif.|New West Publications|1973",1973,,799895,cau,007113151,fic,1973,Social life and customs | Fiction|20th century,Okies;,fic
inu.30000001298136,"Eco, Umberto.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000001298136.basic.json.bz2,Fiction|Juvenile audience,San Diego|Harcourt Brace Jovanovich|c1989.,1989,PZ7.E2116Th 1989,18135165,cau,005849229,fic,1989,Fiction|Science fiction|Exploration | Fiction,The three astronauts,fic
inu.30000026317622,"Lewin, Michael Z.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000026317622.basic.json.bz2,Fiction,London;Macmillan London;1991.,1991,,24710337,enk,007593835,fic,1991,Crime & mystery,Called by a panther,fic
mdp.39015020681048,"Amis, Martin.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015020681048.basic.json.bz2,Fiction,London|Cape|1973,1973,PZ4.A5174RaePR0051.M5,3207857,enk,657511,fic,1973,,The Rachel papers,fic
mdp.39015038062777,"Dobyns, Stephen,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015038062777.basic.json.bz2,Fiction,New York|Viking|1987.,1987,PS3554.O2B6 1987,15521510,nyu,910613,fic,1987,,A boat off the coast,fic
